fecha,semana,finca,zona,responsable_equipo,litros_leche,kilos_maiz,calidad_dato,observacion
2026-05-06,1,San Miguel,Oriente,Documentador,63.18,90.51,ok,sin novedad
2026-05-07,1,La Rivera,Norte,Vocero,65.85,193.39,ok,sin novedad
2026-05-08,2,Monteverde,Norte,Programador,47.51,124.27,ok,sin novedad
2026-05-09,2,El Guadual,Norte,Programador,33.58,130.99,ok,sin novedad
2026-05-10,2,Buena Vista,Sur,Documentador,53.27,79.68,ok,sin novedad
2026-05-11,2,La Esperanza,Sur,Tester,43.51,71.1,ok,sin novedad
2026-05-12,2,El Progreso,Sur,Programador,27.81,83.91,ok,sin novedad
2026-05-13,2,Los Naranjos,Centro,Documentador,59.15,240.48,ok,sin novedad
2026-05-14,2,San Miguel,Centro,Vocero,70.66,187.17,ok,sin novedad
2026-05-15,3,La Rivera,Centro,Disenador visual,57.97,161.85,ok,sin novedad
2026-05-16,3,Monteverde,Oriente,Coordinador,31.24,93.9,ok,sin novedad
2026-05-17,3,El Guadual,Oriente,Tester,52.45,253.93,ok,sin novedad
2026-05-18,3,Buena Vista,Oriente,Coordinador,57.83,252.16,ok,sin novedad
2026-05-19,3,La Esperanza,Norte,Coordinador,33.04,114.11,ok,sin novedad
2026-05-20,3,El Progreso,Norte,Programador,39.98,185.31,revisar,verificar registro manual
2026-05-21,3,Los Naranjos,Norte,Documentador,42.32,142.93,ok,sin novedad
2026-05-22,4,San Miguel,Sur,Documentador,51.73,108.14,ok,sin novedad
2026-05-23,4,La Rivera,Sur,Disenador visual,58.94,198.84,ok,sin novedad
2026-05-24,4,Monteverde,Sur,Tester,76.6,121.46,ok,sin novedad
2026-05-25,4,El Guadual,Centro,Tester,53.15,159.47,dato_incompleto,falta firma
2026-05-26,4,Buena Vista,Centro,Vocero,74.65,147.87,ok,sin novedad
2026-05-27,4,La Esperanza,Centro,Programador,66.74,139.15,ok,sin novedad
2026-05-28,4,El Progreso,Oriente,Vocero,67.19,90.27,ok,sin novedad
2026-05-29,5,Los Naranjos,Oriente,Vocero,66.79,116.43,ok,sin novedad
2026-05-30,5,San Miguel,Oriente,Vocero,65.36,87.51,ok,sin novedad
2026-05-31,5,La Rivera,Norte,Programador,50.38,161.01,revisar,verificar registro manual
2026-06-01,5,Monteverde,Norte,Documentador,49.43,227.19,ok,sin novedad
2026-06-02,5,El Guadual,Norte,Tester,45.26,175.3,ok,sin novedad
2026-06-03,5,Buena Vista,Sur,Disenador visual,71.97,112.47,ok,sin novedad
2026-06-04,5,La Esperanza,Sur,Coordinador,61.83,173.57,ok,sin novedad
2026-06-05,6,El Progreso,Sur,Coordinador,35.68,155.51,ok,sin novedad
2026-06-06,6,Los Naranjos,Centro,Coordinador,68.96,251.6,ok,sin novedad
2026-06-07,6,San Miguel,Centro,Vocero,32.91,138.31,ok,sin novedad
2026-06-08,6,La Rivera,Centro,Disenador visual,54.68,233.49,ok,sin novedad
2026-06-09,6,Monteverde,Oriente,Tester,38.5,201.29,ok,sin novedad
2026-06-10,6,El Guadual,Oriente,Tester,42.41,178.75,ok,sin novedad
2026-06-11,6,Buena Vista,Oriente,Tester,54.75,122.23,revisar,produccion atipica
